gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,diff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,diff_gates_fanout,gate_numbers,label
g0,nor,n294,"n126, n285",2,0,0,0,2,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g0'],Not_Trojan
g1,dff,n6[14],"1'b1, 1'b1, n0, n354",4,1,1,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g1'],Not_Trojan
g2,not,n471,n14[6],1,0,0,1,3,13,3,2,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,1,0,0,['g2'],Trojan
g3,nor,n352,"n13[0], n322",2,0,0,1,3,3,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,['g3'],Not_Trojan
g4,xor,n7[9],"n2[25], n2[9]",2,0,0,1,1,6,2,-1,0,2,0,24,7,0,2,0,0,0,2,0,24,7,0,2,0,0,['g4'],Not_Trojan
g5,nor,n251,"n156, n209",2,0,0,0,3,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g5'],Not_Trojan
g6,or,n513,"n558, n7[14]",2,0,0,1,2,5,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g6'],Trojan
g7,not,n152,n2[0],1,0,0,1,1,7,2,-1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,['g7'],Not_Trojan
g8,not,n476,n14[5],1,0,0,1,3,13,3,2,0,0,0,6,2,0,1,0,0,0,0,0,6,2,0,1,0,0,['g8'],Trojan
g9,or,n539,"n558, n499",2,0,0,0,2,5,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g9'],Trojan
g10,not,n385,n5[3],1,0,0,1,4,5,10,2,0,38,0,57,5,0,1,2,0,0,38,0,57,5,0,1,2,0,['g10'],Not_Trojan
g11,dff,n10[12],"1'b1, 1'b1, n0, n242",4,1,1,1,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g11'],Not_Trojan
g12,not,n390,n406,1,0,0,0,6,8,13,4,0,41,0,57,5,0,1,2,0,0,41,0,57,5,0,1,2,0,['g12'],Not_Trojan
g13,not,n101,n100,1,0,0,0,7,24,5,4,0,0,0,34,18,0,1,0,0,0,0,0,34,18,0,1,0,0,['g13'],Not_Trojan
g14,buf,n4[18],n4[31],1,0,0,1,5,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g14'],Not_Trojan
g15,nor,n325,"n137, n307",2,0,0,0,5,3,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,['g15'],Not_Trojan
g16,or,n199,"n197, n9[6]",2,0,0,1,4,12,9,2,0,4,0,20,1,0,0,0,0,0,4,0,20,1,0,0,0,0,['g16'],Not_Trojan
g17,nor,n247,"n164, n209",2,0,0,0,3,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g17'],Not_Trojan
g18,nor,n573,"n434, n435",2,0,0,0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g18'],Trojan
g19,not,n170,n391,1,0,0,0,7,19,2,4,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,['g19'],Not_Trojan
g20,nor,n269,"n143, n257",2,0,0,0,5,17,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,['g20'],Not_Trojan
g21,nor,n266,"n174, n260",2,0,0,0,5,10,7,3,0,2,0,20,1,0,0,0,0,0,2,0,20,1,0,0,0,0,['g21'],Not_Trojan
g22,dff,n10[7],"1'b1, 1'b1, n0, n245",4,1,1,1,4,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g22'],Not_Trojan
g23,nor,n225,"n189, n126",2,0,0,0,2,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g23'],Not_Trojan
g24,dff,n8[0],"1'b1, 1'b1, n0, n303",4,1,1,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g24'],Not_Trojan
g25,not,n155,n408,1,0,0,0,6,15,4,4,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,['g25'],Not_Trojan
g26,or,n38,"n8[4], n37",2,0,0,1,4,10,15,2,0,43,0,57,5,0,1,2,0,0,43,0,57,5,0,1,2,0,['g26'],Not_Trojan
g27,dff,n8[5],"1'b1, 1'b1, n0, n296",4,1,1,1,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g27'],Not_Trojan
g28,not,n51,n50,1,0,0,0,6,19,7,4,0,0,0,38,12,0,1,0,0,0,0,0,38,12,0,1,0,0,['g28'],Not_Trojan
g29,nor,n114,"n10[13], n112",2,0,0,1,5,17,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,['g29'],Not_Trojan
g30,or,n364,"n329, n348",2,0,0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g30'],Not_Trojan
g31,dff,n13[6],"n520, n537, n0, n569",4,1,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g31'],Trojan
g32,nor,n81,"n10[2], n79",2,0,0,1,5,20,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,['g32'],Not_Trojan
g33,dff,n8[6],"1'b1, 1'b1, n0, n295",4,1,1,1,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g33'],Not_Trojan
g34,not,n73,n10[11],1,0,0,1,5,21,5,2,0,0,0,22,12,0,1,0,0,0,0,0,22,12,0,1,0,0,['g34'],Not_Trojan
g35,nor,n435,"n416, n433",2,0,0,0,3,6,2,8,0,0,0,47,12,0,2,0,0,0,0,0,47,12,0,2,0,0,['g35'],Trojan
g36,not,n473,n14[4],1,0,0,1,3,13,3,2,0,0,0,10,3,0,1,0,0,0,0,0,10,3,0,1,0,0,['g36'],Trojan
g37,dff,n14[5],"n558, 1'b1, n0, n577",4,1,1,1,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g37'],Trojan
g38,nor,n370,"n126, n334",2,0,0,0,2,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g38'],Not_Trojan
g39,nor,n440,"n417, n438",2,0,0,0,3,6,2,12,0,0,0,42,10,0,1,0,0,0,0,0,42,10,0,1,0,0,['g39'],Trojan
g40,not,n544,n14[2],1,0,0,1,3,12,8,2,0,4,0,54,15,0,2,0,0,0,4,0,54,15,0,2,0,0,['g40'],Trojan
g41,not,n427,n7[10],1,0,0,1,2,7,3,-1,0,0,0,18,5,0,1,0,0,0,0,0,18,5,0,1,0,0,['g41'],Trojan
g42,not,n426,n7[8],1,0,0,1,2,7,3,-1,0,0,0,26,7,0,1,0,0,0,0,0,26,7,0,1,0,0,['g42'],Trojan
g43,xnor,n378,"n9[0], n10[0]",2,0,0,1,4,4,-1,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,4,0,['g43'],Not_Trojan
g44,nor,n220,"n126, n152",2,0,0,0,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g44'],Not_Trojan
g45,xnor,n124,"n2[5], n3[5]",2,0,0,1,1,7,3,-1,0,2,0,40,11,0,1,2,0,0,2,0,40,11,0,1,2,0,['g45'],Not_Trojan
g46,not,n86,n85,1,0,0,0,7,24,5,4,0,0,0,64,33,0,1,0,0,0,0,0,64,33,0,1,0,0,['g46'],Not_Trojan
g47,or,n535,"n558, n506",2,0,0,0,2,5,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g47'],Trojan
g48,dff,n5[3],"1'b1, 1'b1, n0, n225",4,1,1,1,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g48'],Not_Trojan
g49,nor,n411,"n52, n53",2,0,0,0,5,19,5,3,0,0,0,4,1,0,0,0,0,0,0,0,4,1,0,0,0,0,['g49'],Not_Trojan
g50,nor,n434,"n7[2], n432",2,0,0,1,2,6,2,7,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,['g50'],Trojan
g51,dff,n10[1],"1'b1, 1'b1, n0, n250",4,1,1,1,4,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g51'],Not_Trojan
g52,or,n304,"n126, n301",2,0,0,0,2,4,3,4,0,33,0,34,2,0,0,0,0,0,33,0,34,2,0,0,0,0,['g52'],Not_Trojan
g53,xor,n7[11],"n2[27], n2[11]",2,0,0,1,1,6,2,-1,0,2,0,16,5,0,2,0,0,0,2,0,16,5,0,2,0,0,['g53'],Not_Trojan
g54,xnor,n120,"n2[1], n3[1]",2,0,0,1,1,7,3,-1,0,2,0,53,15,0,2,2,0,0,2,0,53,15,0,2,2,0,['g54'],Not_Trojan
g55,dff,n11[3],"1'b1, 1'b1, n0, n203",4,1,1,1,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g55'],Not_Trojan
g56,nor,n398,"n99, n100",2,0,0,0,6,22,3,3,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,['g56'],Not_Trojan
g57,nor,n289,"n269, n270",2,0,0,0,6,16,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,['g57'],Not_Trojan
g58,or,n371,"n333, n347",2,0,0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g58'],Not_Trojan
g59,dff,n10[15],"1'b1, 1'b1, n0, n254",4,1,1,1,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g59'],Not_Trojan
g60,nor,n491,"n476, n489",2,0,0,0,4,12,2,3,0,0,0,6,1,0,1,0,0,0,0,0,6,1,0,1,0,0,['g60'],Trojan
g61,nor,n410,"n55, n56",2,0,0,0,5,16,5,3,0,0,0,4,1,0,0,0,0,0,0,0,4,1,0,0,0,0,['g61'],Not_Trojan
g62,not,n68,n10[5],1,0,0,1,5,24,5,2,0,0,0,58,30,0,1,0,0,0,0,0,58,30,0,1,0,0,['g62'],Not_Trojan
g63,nor,n91,"n68, n89",2,0,0,0,6,23,4,3,0,0,0,58,29,0,1,0,0,0,0,0,58,29,0,1,0,0,['g63'],Not_Trojan
g64,nor,n253,"n161, n209",2,0,0,0,3,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g64'],Not_Trojan
g65,not,n418,n7[6],1,0,0,1,2,7,3,-1,0,0,0,34,9,0,1,0,0,0,0,0,34,9,0,1,0,0,['g65'],Trojan
g66,not,n113,n112,1,0,0,0,7,18,5,4,0,0,0,10,6,0,1,0,0,0,0,0,10,6,0,1,0,0,['g66'],Not_Trojan
g67,nor,n52,"n8[3], n50",2,0,0,1,4,20,6,2,0,0,0,5,1,0,0,0,0,0,0,0,5,1,0,0,0,0,['g67'],Not_Trojan
g68,not,n416,n7[2],1,0,0,1,2,7,3,-1,0,0,0,47,13,0,2,0,0,0,0,0,47,13,0,2,0,0,['g68'],Trojan
g69,nor,n432,"n430, n425",2,0,0,0,3,6,2,6,0,0,0,51,13,0,2,0,0,0,0,0,51,13,0,2,0,0,['g69'],Trojan
g70,nor,n291,"n273, n280",2,0,0,0,6,18,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,['g70'],Not_Trojan
g71,xnor,n7[6],"n2[22], n125",2,0,0,1,1,6,2,-1,0,2,0,36,10,0,1,1,0,0,2,0,36,10,0,1,1,0,['g71'],Not_Trojan
g72,nor,n302,"n215, n284",2,0,0,0,4,8,5,3,0,0,0,20,1,0,0,0,0,0,0,0,20,1,0,0,0,0,['g72'],Not_Trojan
g73,dff,n9[3],"1'b1, 1'b1, n0, n232",4,1,1,1,3,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g73'],Not_Trojan
g74,not,n145,n415,1,0,0,0,6,8,7,4,0,36,0,57,4,0,0,0,0,0,36,0,57,4,0,0,0,0,['g74'],Not_Trojan
g75,not,n30,n8[1],1,0,0,1,4,15,20,2,0,44,0,60,6,0,1,2,0,0,44,0,60,6,0,1,2,0,['g75'],Not_Trojan
g76,nor,n334,"n313, n310",2,0,0,0,6,11,2,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,['g76'],Not_Trojan
g77,not,n104,n103,1,0,0,0,7,23,5,4,0,0,0,28,15,0,1,0,0,0,0,0,28,15,0,1,0,0,['g77'],Not_Trojan
g78,dff,n9[6],"1'b1, 1'b1, n0, n205",4,1,1,1,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g78'],Not_Trojan
g79,xnor,n123,"n2[7], n3[7]",2,0,0,1,1,7,3,-1,0,2,0,32,9,0,1,2,0,0,2,0,32,9,0,1,2,0,['g79'],Not_Trojan
g80,dff,n10[2],"1'b1, 1'b1, n0, n249",4,1,1,1,4,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g80'],Not_Trojan
g81,or,n519,"n558, n7[15]",2,0,0,1,2,5,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g81'],Trojan
g82,nor,n323,"n140, n307",2,0,0,0,5,3,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,['g82'],Not_Trojan
g83,nor,n562,"n466, n467",2,0,0,0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g83'],Trojan
g84,not,n307,n306,1,0,0,0,4,4,3,5,0,16,0,16,1,0,0,0,0,0,16,0,16,1,0,0,0,0,['g84'],Not_Trojan
g85,or,n37,"n8[7], n36",2,0,0,1,4,11,16,2,0,44,0,57,5,0,1,2,0,0,44,0,57,5,0,1,2,0,['g85'],Not_Trojan
g86,not,n176,n9[0],1,0,0,1,4,17,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,['g86'],Not_Trojan
g87,dff,n13[13],"n514, n530, n0, n562",4,1,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g87'],Trojan
g88,nor,n412,"n49, n50",2,0,0,0,5,19,5,3,0,0,0,4,1,0,0,0,0,0,0,0,4,1,0,0,0,0,['g88'],Not_Trojan
g89,xnor,n4[13],"n384, n6[13]",2,0,0,1,6,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g89'],Not_Trojan
g90,not,n502,n7[9],1,0,0,1,2,6,2,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,['g90'],Trojan
g91,nor,n281,"n167, n256",2,0,0,0,7,17,3,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,['g91'],Not_Trojan
g92,or,n198,"n190, n9[2]",2,0,0,1,4,13,10,2,0,5,0,20,1,0,0,0,0,0,5,0,20,1,0,0,0,0,['g92'],Not_Trojan
g93,nor,n559,"n554, n557",2,0,0,0,5,7,3,4,0,0,0,54,14,0,2,0,0,0,0,0,54,14,0,2,0,0,['g93'],Trojan
g94,dff,n10[13],"1'b1, 1'b1, n0, n241",4,1,1,1,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g94'],Not_Trojan
g95,not,n140,n13[11],1,0,0,1,4,4,3,2,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,['g95'],Not_Trojan
g96,not,n501,n7[13],1,0,0,1,2,6,2,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,['g96'],Trojan
g97,not,n74,n10[14],1,0,0,1,5,18,5,2,0,0,0,4,3,0,1,0,0,0,0,0,4,3,0,1,0,0,['g97'],Not_Trojan
g98,dff,n14[2],"n558, 1'b1, n0, n580",4,1,1,1,2,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g98'],Trojan
g99,nor,n223,"n176, n126",2,0,0,0,2,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g99'],Not_Trojan
g100,or,n264,"n214, n237",2,0,0,0,5,11,8,3,0,3,0,20,1,0,0,0,0,0,3,0,20,1,0,0,0,0,['g100'],Not_Trojan
g101,dff,n8[1],"1'b1, 1'b1, n0, n300",4,1,1,1,3,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g101'],Not_Trojan
g102,dff,n13[9],"n517, n534, n0, n566",4,1,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g102'],Trojan
g103,xnor,n376,"n2[0], n3[0]",2,0,0,1,1,6,2,-1,0,2,0,0,1,0,0,2,0,0,2,0,0,1,0,0,2,0,['g103'],Not_Trojan
g104,or,n382,"n388, n380",2,0,0,0,5,4,9,3,0,38,0,57,4,0,1,2,0,0,38,0,57,4,0,1,2,0,['g104'],Not_Trojan
g105,dff,n5[4],"1'b1, 1'b1, n0, n229",4,1,1,1,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g105'],Not_Trojan
g106,or,n543,"n558, n510",2,0,0,0,2,5,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g106'],Trojan
g107,not,n161,n401,1,0,0,0,7,21,2,4,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,['g107'],Not_Trojan
g108,not,n506,n7[8],1,0,0,1,2,6,2,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,['g108'],Trojan
g109,or,n365,"n330, n349",2,0,0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g109'],Not_Trojan
g110,dff,n5[0],"1'b1, 1'b1, n0, n226",4,1,1,1,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g110'],Not_Trojan
g111,nor,n111,"n10[12], n109",2,0,0,1,5,19,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,['g111'],Not_Trojan
g112,nor,n445,"n7[6], n443",2,0,0,1,2,6,2,15,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,['g112'],Trojan
g113,xor,n7[8],"n2[24], n2[8]",2,0,0,1,1,6,2,-1,0,2,0,28,8,0,2,0,0,0,2,0,28,8,0,2,0,0,['g113'],Not_Trojan
g114,xnor,n4[10],"n384, n6[10]",2,0,0,1,6,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g114'],Not_Trojan
g115,dff,n6[16],"1'b1, 1'b1, n0, n321",4,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g115'],Not_Trojan
g116,nor,n82,"n67, n80",2,0,0,0,6,20,4,3,0,0,0,76,38,0,1,0,0,0,0,0,76,38,0,1,0,0,['g116'],Not_Trojan
g117,nor,n564,"n460, n461",2,0,0,0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g117'],Trojan
g118,not,n496,n7[11],1,0,0,1,2,6,2,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,['g118'],Trojan
g119,not,n456,n455,1,0,0,0,4,7,3,23,0,0,0,18,5,0,1,0,0,0,0,0,18,5,0,1,0,0,['g119'],Trojan
g120,not,n558,n1,1,0,0,0,1,6,1,-1,0,32,0,0,1,0,0,0,0,0,32,0,0,1,0,0,0,0,['g120'],Trojan
g121,or,n293,"n266, n290",2,0,0,0,6,9,6,4,0,2,0,19,1,0,0,0,0,0,2,0,19,1,0,0,0,0,['g121'],Not_Trojan
g122,nor,n395,"n90, n91",2,0,0,0,6,22,3,3,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,['g122'],Not_Trojan
g123,or,n18,"n10[7], n10[6]",2,0,0,1,5,18,15,2,0,7,0,22,2,0,0,0,0,0,7,0,22,2,0,0,0,0,['g123'],Not_Trojan
g124,nor,n55,"n8[4], n53",2,0,0,1,4,17,6,2,0,0,0,5,1,0,0,0,0,0,0,0,5,1,0,0,0,0,['g124'],Not_Trojan
g125,nor,n87,"n10[4], n85",2,0,0,1,5,23,4,2,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,['g125'],Not_Trojan
g126,not,n67,n10[2],1,0,0,1,5,21,5,2,0,0,0,76,39,0,1,0,0,0,0,0,76,39,0,1,0,0,['g126'],Not_Trojan
g127,dff,n9[7],"1'b1, 1'b1, n0, n204",4,1,1,1,3,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g127'],Not_Trojan
g128,not,n48,n47,1,0,0,0,6,21,7,4,0,0,0,48,15,0,1,0,0,0,0,0,48,15,0,1,0,0,['g128'],Not_Trojan
g129,xor,n7[15],"n2[31], n2[15]",2,0,0,1,1,6,2,-1,0,2,0,0,1,0,2,0,0,0,2,0,0,1,0,2,0,0,['g129'],Not_Trojan
g130,nor,n466,"n7[13], n464",2,0,0,1,2,6,2,29,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,['g130'],Trojan
g131,not,n95,n94,1,0,0,0,7,24,5,4,0,0,0,46,24,0,1,0,0,0,0,0,46,24,0,1,0,0,['g131'],Not_Trojan
g132,not,n188,n9[2],1,0,0,1,4,17,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,['g132'],Not_Trojan
g133,nor,n315,"n173, n308",2,0,0,0,5,6,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,['g133'],Not_Trojan
g134,nor,n284,"n216, n265",2,0,0,0,3,9,6,3,0,0,0,21,1,0,0,0,0,0,0,0,21,1,0,0,0,0,['g134'],Not_Trojan
g135,or,n522,"n558, n7[5]",2,0,0,1,2,5,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g135'],Trojan
g136,not,n187,n5[4],1,0,0,1,4,11,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,['g136'],Not_Trojan
